,Index,data,labels
3539,2890,"""The downloaded application should not be taking much space on user machine and it should not require installation and it should not require user to double click open but it should open as the user types the url in the search box in task-bar.""",1
3540,2891,"""This UI application should have pure UI logic with all xaml files instead of html to support running on all devices and all OS (linuxwindows 10 onwards).""",1
3541,2914,"""have an exporter for a Adobe XD file that could translate to XAML.""",1
3542,2921,"""and it would be great to have a signed version DXGI_FORMAT_R10G10B10A2_SNORM""",1
3543,2939,"""Add support to allow WCF services to be consumed that have custom username/password authentication on the binding.""",1
3544,2987,"""I believe that everyone in XAML lovers we want a robust and complete standard and that facilitates the life of the developer so I propose to include these controls as a standard of XAML specification.""",1
3545,3007,"""or allow 10 minute or maybe even 5 minute TimeTriggers to be used.""",1
3546,3009,"""I would like from the device portal the ability to reset the device.""",1
3547,3010,"""Create a control for Continue in different device Like Continue Reading etc.""",1
3548,3012,"""So it would be nice to create controls to achieve Microsoft's vision easily.""",1
3549,3026,"""I would like my apps be automatically supported on any new processor architectures.""",1
3550,3031,"""Please add simple API:""",1
3551,3056,"""The application XBOX DEV MODE COMPANION should have an option to make it a VR.""",1
3552,3058,"""Make it something unique windows phone attracting more customers.""",1
3553,3097,"""Have a separate Class Library that only supports new SDK versions and it will only be loaded into the app on newer SDK versions therefore you can write safe XAML markup including new Controls and Properties.""",1
3554,3101,"""Alternatively it would be nice if the UWP platform was updated separately from Windows so apps would be able to support all the new Controls/Styles.""",1
3555,3104,"""There needs to be a way to define new XAML Controls/Properties/Etc. as currently if you want to add these with a lower Minimum version it has to be from code-behind.""",1
3556,3109,"""I would like to try this out -- making my app an experience shared across multiple close proximity devices but it would be very helpful to see some code samples.""",1
3557,3128,"""There should be alternative condensed and aligned with Win32 style of controls that we can use to create applications that are looking just like their classical counterparts while benefitting from UWP improvements.""",1
3558,3140,"""I belive that Store should control the SDK level more grained.""",1
3559,3143,"""Please add background to TextBlock control.""",1
3560,3150,"""Please integrate ffmpeg or vlc libraries by default in these xaml elements to make it easier for developers to build apps that run all kinds of video and audio files.""",1
3561,3152,"""It would be nice to be able to assign a (compiled) binding to properties through the VisualState Setters of XamlBehaviors.""",1
3562,3174,"""Please add a delegate version for the PropertyMetadata.Create where the DependencyProperty is supplied so you can create a default value for the dependency object instead of a simple default value.""",1
3563,3193,"""Please bring all languages to Cortana for IoT because are needed to create devices for interacting people from around the world.""",1
3564,3196,"""Provide semantic animations like fadeIn fadeout Crossfade etc.""",1
3565,3199,"""Should also do this for other converters for same behavior.""",1
3566,3238,"""If white background scrollbar should be a different color so it is fully visible""",1
3567,3273,"""It could be really good to hot reload the app when changing C# or XAML code.""",1
3568,3276,"""It would be great to add a property to choose the direction of the progress bar clockwise or counterclockwise.""",1
3569,3277,"""When notifications are removed from one device they should be removed from all devices by default.""",1
3570,3285,"""I know there are no plans for running UWP apps in Windows 7 but a designer would be nice and would virtually remove the need to upgrade to Windows 10 before writing apps for it.""",1
3571,3288,"""Aside from my personal dilemma of a missing device it would definitely make sense to be able testing code in an emulator first instead of having lots of hardware around all the time.""",1
3572,3295,"""If Microsoft fears somebody could use the emulator for playing games on a PC then just turn off games.""",1
3573,3313,"""Please create ActualStartLocation in FileOpenPicker so that we can open the file selection dialog into the exact folder we want.""",1
3574,3320,"""Please add an API that allows to read the temperature from the device (e.g.""",1
3575,3349,"""Please add the ability to access the rendering pipeline to the MapControl class.""",1
3576,3359,"""It would be great if the <Application Executable=launcher.exe> element or the <uap3:Extension Category=windows.appExecutionAlias> element would allow me to specify arguments in the AppxManifest.xml file.""",1
3577,3362,"""So why not include EnablePullToRefresh as a property of MasterDetailsView.""",1
3578,3365,"""It would make developers life much easier if they had a possibility to access files simpler.""",1
3579,3387,"""So my opinion is to create two new controls.""",1
3580,3388,"""One is TextCanvas for Display and Editing both Text and Inking.""",1
3581,3407,"""It would be great if the Roaming Folder Quota was larger than 100KB (1 MB at least) this would prevent us from having to depend on a network/paid service to have great cross-device customer experiences.""",1
3582,3408,"""This is not really completely UWP related but Microsoft should provide free virtual machines of all Windows 10 versions for testing purposes as in my experience UWP is really fragile and could make my app behave differently in every version.""",1
3583,3413,"""Do you think that you could make the Windows Store and other built-in-apps accessible from the device portal making it a lot easier to install new apps that are already on the store and make changes in settings etc.""",1
3584,3429,"""It would be great if something similar to DependencyObject.SetCurrentValue method from WPF would be introduced in the future so that a DependencyProperty can be set to a new value without missing an one-way binding.""",1
3585,3436,"""Can you please expose the Viseme events for the windows speech sythesis.""",1
3586,3440,"""I think it would be useful to have in the toolkit.""",1
3587,3442,"""it would be great to be able to bind / invoke scripts inside a WebView from a ViewModel (like binding a URL to a Property).""",1
3588,3448,"""Symbol Enum should be updated with latest Segoe MDL2 asset collections.""",1
3589,3459,"""If the enumeration are updated with the latest MDL2 glyphs it may helps many of developers who search the correct glyphs.""",1
3590,3493,"""Could you please add SelectRanges(IEnumerabel<ItemIndexRange> itemIndexRanges) to be able to add multiple ranges at once and also make SelectedRanges property is only { get; set; } to be able to replace existing selection ranges""",1
3591,3496,"""After releasing to refresh the list should animate back to top (as a simple list do) and while awaitng for the data to be fetched the Refresh indicator content should be visible or have a property to control its visibility (i would prefer this one)""",1
3592,3506,"""It would be even better if I could have an API that could make the calculations for me and offer up a packet failure/retransmission percent or average time between send and acknowledgment.""",1
3593,3512,"""Optionally the worker side of async / awaitable should accept notification URI in conjunction with Type which ( the Type itself ) may or may not exist on the target of execution in which case it can decide to create exception instance or return typical HTTP message... the important part is the contract of return notification should be extended to the application developer in a way that allows to harvest its result in an expected format potentially by polling yet another resource.""",1
3594,3522,"""But either way please do make an API available.""",1
3595,3561,"""Providing thos apps would boost UWp as platform and thus create more possibilities for Users and Developers together.""",1
3596,3568,"""Please allow private developers to access those capabilities.""",1
3597,3585,"""I hope everyone can publish fonts on the store""",1
3598,3586,"""It would be good for developers to specify auto renewal of the durable paid add-ons in Developer portal so users do not need to repurchase the add-on again and again.""",1
3599,3598,"""A toolbar stacks items from left-to-right and it would be great to have such a toolbar in UWP like we have it today in WPF and several other desktop programming models""",1
3600,3602,"""If you build it it would be great if you could add configurable close-functionality to the tab-header that is bindable to a ViewModel.""",1
3601,3609,""" ** I think this could be made simpler by support for example a HeaderStyle-Property on the Pivot""",1
3602,3613,"""Maybe the dev should be able to define the panel used for the headers.""",1
3603,3620,"""For a classic desktop application we need a TabControl.""",1
3604,3632,"""So I suggest that you bring the HierarchicalDataTemplate to UWP.""",1
3605,3635,"""Please increase the limit way up or remove it completley.""",1
3606,3641,"""If you add files from across the filesytem which I do in my app... letting the user drop in images and videos from any location you could rapidly hit the 1000 files limit.""",1
3607,3661,"""Increase FutureAccessList limit (like in millions)""",1
3608,3662,"""Introduce Userchoice Dialog if AccessException is raised.""",1
3609,3663,"""Also as a secondary request... let FolderPicker.SuggestedStartLocation also be a FolderRelativeId""",1
3610,3666,"""Optional show an user input dialog requesting access to the file or folder and let the user decide.""",1
3611,3713,"""Please add a trigger to start a background task when a nearby NFC tag is recognized.""",1
3612,3717,"""It would be more convenient for the user if my app could react on the NFC tag even when the phone is locked.""",1
3613,3724,"""Add system tray support so that app can be minimised to system tray.""",1
3614,3728,"""You need to provide CoreWindow.Minimise() api in this case.""",1
3615,3729,"""Allow other formats than PCM and float for a FrameOutputNode created with CreateFrameOutputNode of class AudioGraph.""",1
3616,3735,"""This burden would be eliminated would MP3 Frames be available by the FrameOutputNode.""",1
3617,3737,"""Other Formats like MP3 or OGG would be nice.""",1
3618,3745,"""It must be possible to only unload Main UI out of the process without terminating the app service.""",1
3619,3746,"""Allow changing of volume in the Windows Device Portal.""",1
3620,3749,"""Please add the old Silverlight Pivot Control to UWP toolkit.""",1
3621,3769,"""Can you please add an IAP which would have a recurring payment (automatically charge user monthly / annually / etc)?""",1
3622,3780,"""I would like to add a function that automatically loads the lyrics to the song that is played right now.""",1
3623,3781,"""To solve that it would be enough to have read access to the System Media Transport Controls data of other apps.""",1
3624,3787,"""It could be interesting to provide a control to generate and show a Power BI chart inside a UWP application easily with a Control or by code.""",1
3625,3801,"""It would be useful for creating more user-friendly battery related apps that provide better experience for example by refreshing tile or sending notification on the event not some time after it happened.""",1
3626,3803,"""We can also change lock screen background.""",1
3627,3804,"""However it would be useful to get more flexibility.""",1
3628,3807,"""If we could put some templated (or custom) notifications it would save us a lot of work and make lock screen more user friendly.""",1
3629,3814,"""Provide more rich API for text rendering without need to use low-level Direct2D for rich text rendering capabilities.""",1
3630,3829,"""I'd also be happy if MapTileSource property changes (like Bounds) were applied to the map without need to remove the tile source and add it back (this is how it can be done currently).""",1
3631,3842,"""(Compare the UI usage with Google Chrome for example.)""",1
3632,3858,"""Maybe by default the way it looks now but it should have a slider that is magnified if the user taps close to edge of the list and signals its intention to useâ¦ more""",1
3633,3889,"""There is should be a way to include secure data (as strings or byte[]) remotely at dev center as app setting.""",1
3634,3894,"""There is should be way to revoke secure data on server which would require re-publishing app with new set of keys and app with revoked keys should fail on access to secure storage.""",1
3635,3898,"""This data should be accessible from secure key storage immediately after app install and keys should be installed into secure key storage as part of app installation process.""",1
3636,3947,"""Provide ability to deploy an update to certain users only.""",1
3637,3950,"""It would really be great if there was a control which allows to move forward an backward like the Microsoft Edge Browser does with touch input or touchpad input.""",1
3638,3951,"""It should work like a horizontal ListView or GridView...so you can normally scroll through the listed items but when you hit the end of the list and continue scrolling the edge-like part should kick in and navigate you to new or old View/Page/List.""",1
3639,3953,"""I'd love a control that would be a sibling to ListView or GridView only it was backed by a 2D Canvas instead of an ItemsStackPanel.""",1
3640,3955,"""* Allow the placement of rectangular items in 2D""",1
3641,3957,"""(An optional bonus would be to allow the user to rotate the items.)""",1
3642,3959,"""The look and content of the items should of course be customizable.""",1
3643,3960,"""It would be extremely helpful to be able to create MediaSourceStreams for audio streams in the Vorbis and/or Opus formats.""",1
3644,3995,"""DockPanel should be ported to Windows XAML.""",1
3645,3998,"""Currently store access from windows is either enabled or disabled this really needs to be more granular i.e.""",1
3646,4000,"""Should be clear nullable properties in XAML should be supported and not give the error Cannot assign to nullable type on property.""",1
3647,4012,"""Please check and fix this bug as it is causing frustration to Xbox users.""",1
3648,4021,"""For me personally it would be much more convenient to be able to enter my privacy policy content directly into a text field when submitting/updating my app rather than having to provide a URL so I think this should be an option.""",1
3649,4032,"""Allow us to use runtime arguments for Windows.ApplicationModel.FullTrustProcessLauncher.LaunchFullTrustProcessForCurrentAppAsync() in addition to the parameters declared in the manifest""",1
3650,4036,"""In short you could add something like this in your manifest-file:""",1
3651,4040,"""In my case I would also be happy if it was possible to add verbs on all file types but this is something I could live without :).""",1
3652,4051,"""Merging them into a single installer would benefit our users greatly.""",1
3653,4052,"""It seems in order to do that we need to either pull out of the store or convert our desktop app to a uwp and merge the two installers.""",1
3654,4086,"""It would be great if we have an option in disabling the overpanning behavior in ScrollViewer with an API or with any other option to disable it.""",1
3655,4090,"""Net standard should be used by UWP and not limited by it.""",1
3656,4094,"""Because only simple values are supposed to be used as navigation parameters this suggests that a third-party software component must exist for managing the sharing of complex objects between pages.""",1
3657,4103,"""Evidently this is a limitation of the MediaComposition.SaveAsync() API - it should be fixed.""",1
3658,4130,"""If FM radio APIs are brought in it would be amazing if we could get RDS support as well.""",1
3659,4135,"""I believe this should be a user based permission API in case the user doesn't want me to have this ability.""",1
3660,4138,"""I would greatly apperciate if these APIs could be added to UWP.""",1
3661,4144,"""It'd be fantastic if it could be possible to access such data from the converted classic apps.""",1
3662,4165,"""If my app is currently playing audio it would be nice if my app could control the experience and interact how i would want it to outside of the system experience.""",1
3663,4167,"""I would like to control have my app control the vibration/haptic feedback setting.""",1
3664,4170,"""just imagine connecting your phone to a display device and building UWP apps on it it can be the next big thing for developers because no developer wants to carry a 2.5kg laptop wherever he goes...""",1
3665,4198,"""It would be cool to have a option to remove the border and caption of the window so we can make non rectangular windows just like with GDI+ and the Layered Windows API""",1
3666,4202,"""Please expose the DirectX COM API as UWP one having the API coming from Microsoft would be a much better guarantee than relying on third partys or in-house wrappers.""",1
3667,4209,"""Subscribers of the BackRequested event should be notified in stack order instead of queue order.""",1
3668,4211,"""Example: In the UWP Community Toolkit the MasterDetailsView control needs to listen to the back requested event to handle navigating back when in a collapsed state with selection.""",1
3669,4217,"""it would be great if user and dev could modify alarm volume.""",1
3670,4220,"""The best it would be if also dev could set volume granularly on each Toast notification.""",1
3671,4221,"""User might want lower volume for morning alarms and louder volume for alarm used during busy day.""",1
3672,4227,"""Let the user choose between spit-screen or Anaglyph (Red-Cyan).""",1
3673,4231,"""The only workaround so far is to write the text in a Win32/WPF application and then Copy&Paste the text into the appropriate fields which causes a serious security problem when working with critical passwords.""",1
3674,4241,"""Please add full LDAP-Support (Query Read Write).""",1
3675,4245,"""Making it possible for us to write tests and code once and have it being tested in an autonomous way.""",1
3676,4251,"""Provide libraries to help me get started with Project Rome and building a cross-device experience for my application""",1
3677,4252,"""Enable Linux devices to be included in a userâs device graph - to enable discovery launching of apps and communication between connected devices""",1
3678,4253,"""Enable iOS devices to be included in a userâs device graph - to enable discovery launching of apps and communication between connected devices""",1
3679,4254,"""I would like to be able to have screenshots for each and every action for a WinAppDriver like I had with CodedUI via UITestActionLog.html see https://msdn.microsoft.com/en-us/library/jj159363.aspx for what I am looking for.""",1
3680,4255,"""It would be very useful if you allow external devices (e.g through Bluetooth) to control the running audio/video on the phone.""",1
3681,4264,"""Please allow to set the display language of MapControl to one different from Windows display language.""",1
3682,4270,"""Music app can provide to its users an extended network functionality such as audio streaming UPnP/DLNA or SMB/CIFS or FTP client to get music files from server UPnP/DLNA client to send audio data to renderer UPnP/DLNA media server or renderer.""",1
3683,4274,"""It would be useful to have either backgroundNetwork new capability or atleast extend backgroundMediaPlayback capability and if playback is active (which can possibly be using network communication) and app is not suspended keep network communication active.""",1
3684,4285,"""The only option for now would be to make a separate 'Pro' app.""",1
3685,4288,"""Please add an Azure Developer VM for Windows with Unity.""",1
3686,4295,"""The Playback Devices and Recording Devices section should be merged and more info like samplerate channelcount and meters for every input and output should be added with a better UI.""",1
3687,4296,"""It should also be possible to easily select the device where you want to play your system sounds but also to select two channels of a multichannel device if you need your average stereo output for most applications.""",1
3688,4309,"""Therefore it would be nice to have an option like XsltSettings.EnableDocumentFunction Property in .NET apps.""",1
3689,4312,"""Please add ability to Remove Azure AD association.""",1
3690,4313,"""Please add to Manage users Account-level permission Show notifications for disable/enable this option.""",1
3691,4318,"""Adding this may encourage more developers to port their apps to Windows from iOS and make things more familiar.""",1
3692,4349,"""Please provide an API for quiet hours in Windows 10 (mobile) where developers can set the quiet hours parameters from foreground and background.""",1
3693,4362,"""I would propose adding the ability for the SplitView pane to be opened by swiping in from the left side of the screen.""",1
3694,4385,"""Would it be feasible to somehow make this type of offering as part of the store?""",1
3695,4422,"""The xaml engine of UWP should manage complex types for xaml attributes""",1
3696,4452,"""I suggest to make the xaml engine able to use an interface that lets transcode (convert) an instance to and from a string.""",1
3697,4454,"""Allow the ability to Open the Explorer and show a selected file in the Explorer so that the view is already scrolled to have to file visible.""",1
3698,4500,"""Advanced creation tools need to implement features like the eye dropper which allow the user to select a color on the screen and use it in the application.""",1
3699,4508,"""It would be great if you could request special permission from the User (Like a Notification Manager request) and that would allow the password manager to fill password forms.""",1
3700,4515,"""There would need to be some things that would probably need to be specified for that to work such as specifying a Username textbox.""",1
3701,4529,"""Please add few enhancements so it accepts HTML also or add a converter which may help developers.""",1
3702,4538,"""I suggest making this data more accessible so that servers can be better monitored both to track failures and to inform a cloud system it needs to scale out to more servers.""",1
3703,4539,"""New HTTP Server and HttpListener APIs should be added that surface the failures and request queue state.""",1
3704,4552,"""It would be great to add new status like closed or abandoned""",1
3705,4560,"""Please set a limit and if you are going to ask for a description make it at least 100 or 255 characters long.""",1
3706,4569,"""Windows should allow users to freely redirect media (Audio MIDI even Video someday I guess) from/to the Hardware(audio interface webcam etc) and/or Applications (even considering The Desktop as a video+audio media generator).""",1
3707,4573,"""It could be as simplistic as allowing piping Apps/Devices outputs into Apps/Devices inputs through virtual interfaces managed by the user through a piping routing manager GUI.""",1
3708,4603,"""There should be a native way for developers to omit their app from being able to show a preview when hovered over in the taskbar as well as preventing the screenshot that is visible in the recent apps section (on mobile).""",1
3709,4612,"""We are aware of the risk of allowing an app to hide itself from the system but it would be beneficial for security software to have a means of controlling any data that may need to be hidden""",1
3710,4630,"""At this point I think it might be best to just lift the restriction of insider reviews and also show more reviews regardless of version.""",1
3711,4632,"""At the very least don't delete reviews from the dev center even if they're not displayed in the store so we can use them for marketing etc""",1
3712,4639,"""Why dont we support AdjacentToTopDisplayEdge and AdjacentToBottomDisplayEdge too ?""",1
3713,4654,"""2) Make it possible to add the EnvironmentPermission node in the Package.appxmanifest to allow Environment variables to be retrieved.""",1
3714,4669,"""Add this for Side-loaded or enterprise distributed apps on Desktop devices""",1
3715,4672,"""Set up a UWP shell app to test within""",1
3716,4673,"""Do the minimum to create an instance of a TCP service and add a text attribute with a key-value pair""",1
3717,4718,"""In addition to existing functionality which allows to collect dump when app crashes it would be nice to have an option to collect dump of running process on Windows 10 Mobile any time you want via device portal.""",1
3718,4723,"""Add a UserNotificationChangedTriggerDetails to UserNotificationChangedTrigger background task with at least:""",1
3719,4745,"""My suggestion is to change the behavior of that triggers or add another pair which will fire on Lock/Unlock transitions.""",1
3720,4768,"""This behavior should be fixed or a new property should be made available in the SDK to enable us to get the user defined settings for regional format.""",1
3721,4770,"""We need a way to have a system wide overlay notification.""",1
3722,4774,"""This could be used in the new Skype Preview app and would be EXTREMLY awesome and powerful.""",1
3723,4787,"""Please update torch driver for these devices we need use torch for our app's""",1
3724,4790,"""Allowing subpixel font rendering would make them look on par with desktop apps.""",1
3725,4798,"""Please increase these limits (Maybe as an opt in).""",1
3726,4804,"""Keep in mind the limits: 100 Command elements in a command set; 10 ListenFor entries in a command; 50 total PhraseList elements; and 2000 total PhraseList items across all PhraseLists.""",1
3727,4824,"""To do so it is crucial we can remove the Close button or complete TitleBar from the TabTip keyboard.""",1
3728,4842,"""Use file playback sample or custom effects sample.""",1
3729,4878,"""And for the consistency of the UI design sometimes it will be nice to allow the app freely styling the buttonsespecially the close button.""",1
3730,4880,""" For example developers can hide those built-in buttons and draw their own ones and call CoreWindow.Minimize() CoreWindow.Maximize etc.""",1
3731,4885,"""Looking forward to customizable window chrome for UWP apps.""",1
3732,4895,"""An example is in VS I have files copied in during a build process and would like the ability to write against the.""",1
3733,4901,"""So please make All versions the default.""",1
3734,4915,"""can you add a new property in OCR library so that the developers can tell the engine which direction the text was written in?""",1
3735,4947,"""Add support for ngening to the desktop bridge installation.""",1
3736,4960,"""It would be great if MediaControl supported webm format!""",1
3737,4961,"""This property needs to be implemented for mobile as well to enable a true universal app scenario.""",1
3738,4962,"""I would like the ability in XAML to conditionally have my XAML output be compile with flags like you can currently with c#.""",1
3739,4973,"""It would be more useful to be able to sort by Reviews Acquisitions Crashes and Ratings.""",1
3740,4991,"""While this could be also a fix for Roslyn System.Runtime.CSharp.Analyzers the generated Bindings are not the owner of the disposable fields and should just ignore the warnings.""",1
3741,5003,"""Please add Shell Context Menus API for UWP apps.""",1
3742,5017,"""A simple property to set and get focused item would be appreciated.""",1
3743,5029,"""So please add TCP timestamps option support to the StreamSocketControl class.""",1
3744,5032,"""Please add a way to get a storyboard is paused.""",1
3745,5037,"""What would be nice is instead of sending tile notifications for every minute if there was a way to better adjust the live tile image every minute.""",1
3746,5060,"""I'd also LOVE to see better extension/entrypoint/OS integration similar to App-v.""",1
3747,5083,"""Please provide a template for DX12 - XAML interop.""",1
3748,5098,"""Once a StorageFile or StorageFolder is allowed to be accessed by the user it SHOULD BE accessible across all those different API.""",1
3749,5100,"""It would be nice to have a command-line tool to submit apps to the store.""",1
3750,5106,"""Launcher.LaunchFolderAsync should accept a StorageFile as first argument.""",1
3751,5119,"""It would be great to have the ability to hide all apps/categories in with Windows Store and only have it show the Private App store.""",1
3752,5130,"""It would be very useful to add this feature into Hosted Web Apps so that native textboxes in a web application can inherit this capability when converted into a Hosted Web App.""",1
3753,5131,"""Please fix this bug: Once a passwordBox with an InputScope=NumericPin is rendered the keyboard becomes stuck as a number pad and does not return to the full keyboard.""",1
3754,5138,"""The new Notification access is awesome but is it possible to add Overlay UI and  Services  ( you will find it under accessibility settings in Android) to RS2.""",1
3755,5151,"""I really want the Universal Apps to grow more powerful.""",1
3756,5172,"""Solution: when open by a file type association the at least a simple dialog should ask: Allow access to all those file-types or to the folder or only that file.""",1
3757,5183,"""Camera should work when app is minimized.""",1
3758,2902,"""The idea is to segregate the User Interface and business logic such that the user interface will execute on users machine outside of browser/chrome as a standalone application.""",1
3759,2925,"""Make it easier to register for a background task.""",1
3760,3146,"""There are a lot of upcoming features to help with Fluent design and they are really great however to make full use of these the features/xaml/controls need to be backward compatible or do a fallback so that apps that do not target only the latest can also use this.""",1
3761,3189,"""Please review your Package scanning portion of the application.""",1
3762,3278,"""Developers should have the option to opt-out instead of the option to opt-in.""",1
3763,3280,"""Having a device portal across all the different devices is a great idea.""",1
3764,3320,"""Please add an API that allows to read the temperature from the device """,1
3765,3327,"""Please add an option to get rid of the fade-in animation for opacity.""",1
3766,3400,"""That's why MarkdownTextBlock could offer a way to register some kind of callback function which is called whenever the control comes across a fenced code block with a specified language ID.""",1
3767,3412,"""All I'm asking is when a new version of Windows 10 is released please keep the old VMs still in there.""",1
3768,3456,"""In fact we can use 0xE7D Share with FontIcon element without the enumeration.""",1
3769,3505,"""It would be really cool if I could open a TCP/IP socket and by listening to the raw transmissions and re-send events determine how good the network quality is.""",1
3770,3511,"""The other side of the task should not even expect to notify someone of its progress unless the platform offers capabilities such as SQL Server X-Event Windows Application Event Log or some form of notification.""",1
3771,3534,"""It would also be good for tracking the causes of uninstall spikes etc""",1
3772,3554,"""It would be nice if for adaptive tiles with multiple groups where the current size can't fit all the groups those groups would automatically cycle around (similar to MSN news live tile or calendar app but in this case an individual notification would be cycling rather than a queue of separate notifications)""",1
3773,3587,"""Also it would be great to have the option for paid apps to be a subscription so users are charged periodically to continue using the app.""",1
3774,3591,"""Some apps could benefit from an easy way to not only send a toast notification but also maintain a notification history users could view afterwards.""",1
3775,3615,"""* Implicit DataTemplates (not really an issue of the Pivot but would be great to have these.)""",1
3776,3687,"""A control similar to the FlowDocumentReader/ FlowDocumentScrollViewer would be really awesome!""",1
3777,3784,"""Please expose Undo/Redo functions on the TextBox control so that we can trigger it programatically.""",1
3778,3789,"""If would like to offer some guides to the user in our own application it could be interesting to have some interesting to be able to show a Popup that give user some indication in the app in a precise scenario (like when discovering a page the first time or when a new feature has been delivered).""",1
3779,3793,"""Allow to mix two app models (JavaScript+WinJS+HTML5 and C#+XAML) inside one application.""",1
3780,3795,"""Make scroll viewers and lists support gestures to scroll to bottom or to top at once.""",1
3781,3955,"""Allow the placement of rectangular items in 2D""",1
3782,3962,"""Make AutoSuggestBox supports AutomationProperties for test automations and accessibility.""",1
3783,3998,"""Currently store access from windows is either enabled or disabled this really needs to be more granular""",1
3784,4007,"""I think that app should have two ratings: one from Windows Phone 8.1 users visible to people having Windows Phone 8.1 and second one from Windows 10 Mobile users visible to Windows 10 users.""",1
3785,4031,"""There should be an option to enter accent to let the default splashscreen have the users accent color.""",1
3786,4105,"""When using a ListView bound to a CollectionViewSource with Grouped items it would be great to have the option to make the Grouped Item selectable/interactive.""",1
3787,4134,"""If i have access to the FM radio APIs i need the ability in my app to force audio to go through the speakers not the headphones.""",1
3788,4164,"""I would like to programmatically set and get the volume for Windows.""",1
3789,4168,"""With Windows 10 Mobile UWP and Continuum Microsoft is focusing on enterprise customers and developers so I think bringing VS to windows mobile through continuum can be game changer.""",1
3790,4303,"""It should also be possible to easily select the device where you want to play your system sounds but also to select two channels""",1
3791,4430,"""Of course it would be even better to make xaml use TypeConverter additionally for compatibility's sake with WPF.""",1
3792,4499,"""I think Microsoft needs OR boost XAML development OR if it doesn't interest it open source it then the community can itself improve it...""",1
3793,4505,"""Please revise that value to 12px or provide better representation solution.""",1
3794,4581,"""Any media (Audio/MIDI/Video) generator/consumer (be it an app or an hardware device) should be treated as a freely connectable node instead of an hardwired starting/ending point like today.""",1
3795,4720,"""Extremely need password protected zipping and unzipping for universal app.""",1
3796,4780,"""We'd be much happier if we could just avoid defining these macros entirely to avoid any possible issues.""",1
3797,4874,"""I belive it's critical to make the minimize maximize and close buttons customizable for building a refined UI.""",1
3798,4980,"""I'm sure making the interface public would save a number of developers a fair amount of effort and frustration.""",1
3799,5110,"""Please enhance LaunchFolderAsync to accept any IStorageItem (file or folder) as the first argument.""",1
3800,5114,"""Right now we can't able to assign ItemsSource to MapIcon in here map for universal apps please allow to bind so can have easy to implement the apps having multiple Map Icons loads from database.""",1
3801,5138,"""The new Notification access is awesome but is it possible to add Overlay UI andÊ ServicesÊ ( you will find it under accessibility settings in Android) to RS2.""",1
3802,5157,"""There should be an option if the busness store settings that if checked will send the updated app to the New LOB apps section under manage apps.""",1
3803,5179,"""I wish that garbage collection was optional for C# UWP apps.""",1
3804,5228,"""Add an easy to use and customizable Ribbon control like the ones found in the Office Mobile apps that scales on PCs to Phones.""",1
3805,5230,"""There should be a PowerShell prompt in Device Portal that lets me run extra commands.""",1
3806,5231,"""It should be possible to create Visual Studio Centennial Project in WinForms WPF Win32 MFC etc which should also allow mixing of UWP Code (Like XAML UI) with full interop between native and UWP Platform.""",1
3807,5244,"""Ada 2012 has the ability to express pre- and post-conditions and add them in an easy manner; if these were to be put into the APIs you could block erroneous data from being passed into the API's function which in turn should make things more stable (or at least give more meaningful error-messages than 0x80072f8f 0x800f0906 0xc004f074 and the like).""",1
3808,5250,"""My suggestion is that Microsoft create an Cordova AdControl and Mediation plugin.""",1
3809,5365,"""Allow the developer to query Windows 10 Store with RESTfull API service.""",1
3810,5375,"""Would be nice to have a market place where you can buy sample startersÊ themes and plugins from independent developers.""",1
3811,5379,"""Now that Microsoft has bought Xamarin integrated it in Visual Studio and made it free it would be awesome to replace Xamarin.Forms Xaml syntax with current UWP so that Devs can benefit from all the new rich features such as RelativePanel x:Bind Adaptive Triggers Live Visual Tree etc and also no learning curve for Xamarin.Forms-specific naming conventions (e.g StackLayout instead of StackPanel)""",1
3812,5380,"""I'd like to see support for having winappdriver log to a local file as well as support for setting log levels.""",1
3813,5381,"""Would be nice to have a market place of beautifully designed apps submitted by independent developers.""",1
3814,5492,"""Something that would really give the MapControl a leg up over ESRI would be the ability to create a ShapeFile object and pass it as a parameter to something like: MapElement.CreateElementsFromShapefile(shapefile) and get a list of MapElements that could be added to the map.""",1
3815,5502,"""At least please provide app price conversion list between USD and local currency.""",1
3816,5598,"""Since most of us don't have a trademark on app names this should be forced by the store (everybody will benefit with this Developers and Microsoft with a cleaner app store).""",1
3817,5633,"""Adding Disqus to the Windows Blog would be a great way to improve developer engagement and build the Windows Developer community.""",1
3818,5636,"""This suggestion is for the Windows Blog and is asking to improve its current commenting system by replacing it with Disqus: https://disqus.com/""",1
3819,5701,"""It might make sense to have another method alongside RequestVerificationAsync that allows consent verification via PIN or password but there needs to be a way to request biometric-only consent verification.""",1
3820,5856,"""For older browser that do not fully support ES6 the code could be transpiled into ES5 by babeljs traceur etc.""",1
3821,5879,"""However it would be even better if it allowed users with the developer role to create app packages in Visual Studio.""",1
3822,5889,"""I would expect the store to be capable of searching the partial words also or may be give an advance search option where people can tell where the word should be searched.""",1
3823,6081,"""If Microsoft really wants to get into the IOT they should really support version 4.2 with IPv6 communication over Bluetooth""",1
3824,6207,"""Please make support for setting set AutomationId on CoreWindows and MessageDialog!""",1
3825,6293,"""Another even better option instead of adding the edit extensibility would be adding an ""open withÉ"" option in the built-in photos app.""",1
3826,6338,"""UWP really needs a way to handle master-details situations easily maybe something like UISplitViewController offered in iOS SDK""",1
